parameter,value,datetimeLocal
temperature,30.19,2026-05-28 23:45:00+05:30
temperature,29.88,2026-05-29 00:45:00+05:30
temperature,29.63,2026-05-29 01:00:00+05:30
temperature,29.15,2026-05-29 01:15:00+05:30
temperature,29.45,2026-05-29 01:30:00+05:30
temperature,29.47,2026-05-29 01:45:00+05:30
temperature,29.53,2026-05-29 02:00:00+05:30
temperature,29.57,2026-05-29 02:15:00+05:30
temperature,28.47,2026-05-29 02:30:00+05:30
temperature,27.91,2026-05-29 02:45:00+05:30
temperature,27.87,2026-05-29 03:00:00+05:30
temperature,27.78,2026-05-29 03:15:00+05:30
temperature,27.68,2026-05-29 03:30:00+05:30
temperature,27.6,2026-05-29 03:45:00+05:30
temperature,27.57,2026-05-29 04:00:00+05:30
temperature,27.53,2026-05-29 04:15:00+05:30
temperature,27.59,2026-05-29 04:30:00+05:30
temperature,27.64,2026-05-29 04:45:00+05:30
temperature,27.58,2026-05-29 05:00:00+05:30
temperature,27.44,2026-05-29 05:15:00+05:30
temperature,27.6,2026-05-29 05:30:00+05:30
temperature,27.87,2026-05-29 05:45:00+05:30
temperature,27.85,2026-05-29 06:00:00+05:30
temperature,27.82,2026-05-29 06:15:00+05:30
temperature,27.73,2026-05-29 06:30:00+05:30
temperature,28.19,2026-05-29 06:45:00+05:30
temperature,28.57,2026-05-29 07:00:00+05:30
temperature,28.89,2026-05-29 07:15:00+05:30
temperature,29.04,2026-05-29 07:30:00+05:30
temperature,29.31,2026-05-29 07:45:00+05:30
temperature,29.42,2026-05-29 08:00:00+05:30
temperature,29.56,2026-05-29 08:15:00+05:30
temperature,29.86,2026-05-29 08:30:00+05:30
temperature,30.15,2026-05-29 08:45:00+05:30
temperature,30.37,2026-05-29 09:00:00+05:30
temperature,30.64,2026-05-29 09:15:00+05:30
temperature,31.52,2026-05-29 09:30:00+05:30
temperature,32.0,2026-05-29 09:45:00+05:30
temperature,31.83,2026-05-29 10:00:00+05:30
temperature,31.93,2026-05-29 10:15:00+05:30
temperature,32.54,2026-05-29 10:30:00+05:30
temperature,32.98,2026-05-29 10:45:00+05:30
temperature,33.12,2026-05-29 11:00:00+05:30
temperature,33.33,2026-05-29 11:15:00+05:30
temperature,33.89,2026-05-29 11:30:00+05:30
temperature,33.61,2026-05-29 11:45:00+05:30
temperature,33.72,2026-05-29 13:00:00+05:30
temperature,33.99,2026-05-29 13:15:00+05:30
temperature,33.6,2026-05-29 13:30:00+05:30
temperature,33.85,2026-05-29 13:45:00+05:30
temperature,34.67,2026-05-29 14:00:00+05:30
temperature,34.85,2026-05-29 14:15:00+05:30
temperature,35.67,2026-05-29 14:30:00+05:30
temperature,34.24,2026-05-29 15:45:00+05:30
temperature,33.92,2026-05-29 16:00:00+05:30
temperature,33.66,2026-05-29 16:15:00+05:30
temperature,33.47,2026-05-29 16:30:00+05:30
temperature,33.45,2026-05-29 16:45:00+05:30
temperature,33.22,2026-05-29 17:00:00+05:30
temperature,33.17,2026-05-29 17:15:00+05:30
temperature,33.16,2026-05-29 17:30:00+05:30
temperature,33.1,2026-05-29 17:45:00+05:30
temperature,33.1,2026-05-29 18:00:00+05:30
temperature,33.11,2026-05-29 18:15:00+05:30
temperature,33.12,2026-05-29 18:30:00+05:30
temperature,32.31,2026-05-29 18:45:00+05:30
temperature,31.25,2026-05-29 19:00:00+05:30
temperature,31.07,2026-05-29 19:15:00+05:30
temperature,31.11,2026-05-29 19:30:00+05:30
temperature,31.0,2026-05-29 19:45:00+05:30
temperature,30.8,2026-05-29 20:00:00+05:30
temperature,30.55,2026-05-29 20:15:00+05:30
temperature,30.14,2026-05-29 20:30:00+05:30
temperature,29.79,2026-05-29 20:45:00+05:30
temperature,29.46,2026-05-29 21:00:00+05:30
temperature,29.35,2026-05-29 21:15:00+05:30
temperature,29.07,2026-05-29 21:30:00+05:30
temperature,28.79,2026-05-29 21:45:00+05:30
temperature,28.44,2026-05-29 22:00:00+05:30
temperature,28.36,2026-05-29 22:15:00+05:30
temperature,28.56,2026-05-29 22:30:00+05:30
temperature,28.41,2026-05-29 22:45:00+05:30
temperature,28.17,2026-05-29 23:00:00+05:30
temperature,28.17,2026-05-29 23:15:00+05:30
temperature,28.1,2026-05-29 23:30:00+05:30
temperature,28.17,2026-05-29 23:45:00+05:30
temperature,27.86,2026-05-30 00:45:00+05:30
temperature,27.42,2026-05-30 01:00:00+05:30
temperature,27.1,2026-05-30 01:15:00+05:30
temperature,27.04,2026-05-30 01:30:00+05:30
temperature,27.01,2026-05-30 01:45:00+05:30
temperature,26.71,2026-05-30 02:00:00+05:30
temperature,26.6,2026-05-30 02:15:00+05:30
temperature,26.5,2026-05-30 02:30:00+05:30
temperature,26.22,2026-05-30 02:45:00+05:30
temperature,25.9,2026-05-30 03:00:00+05:30
temperature,25.95,2026-05-30 03:15:00+05:30
temperature,25.98,2026-05-30 03:30:00+05:30
temperature,26.13,2026-05-30 03:45:00+05:30
temperature,25.95,2026-05-30 04:00:00+05:30
temperature,25.69,2026-05-30 04:15:00+05:30
temperature,25.43,2026-05-30 04:30:00+05:30
temperature,25.34,2026-05-30 04:45:00+05:30
temperature,25.33,2026-05-30 05:00:00+05:30
temperature,25.2,2026-05-30 05:15:00+05:30
temperature,25.05,2026-05-30 05:30:00+05:30
temperature,25.13,2026-05-30 05:45:00+05:30
temperature,25.53,2026-05-30 06:00:00+05:30
temperature,25.9,2026-05-30 06:15:00+05:30
temperature,26.14,2026-05-30 06:30:00+05:30
temperature,26.4,2026-05-30 06:45:00+05:30
temperature,26.86,2026-05-30 07:00:00+05:30
temperature,27.52,2026-05-30 07:15:00+05:30
temperature,27.94,2026-05-30 07:30:00+05:30
temperature,28.71,2026-05-30 07:45:00+05:30
temperature,29.13,2026-05-30 08:00:00+05:30
temperature,29.91,2026-05-30 08:15:00+05:30
temperature,30.34,2026-05-30 08:30:00+05:30
temperature,31.3,2026-05-30 08:45:00+05:30
temperature,31.44,2026-05-30 09:00:00+05:30
temperature,31.86,2026-05-30 09:15:00+05:30
temperature,31.95,2026-05-30 09:30:00+05:30
temperature,32.29,2026-05-30 09:45:00+05:30
temperature,33.58,2026-05-30 10:00:00+05:30
temperature,33.2,2026-05-30 10:15:00+05:30
temperature,34.19,2026-05-30 10:30:00+05:30
temperature,33.97,2026-05-30 10:45:00+05:30
temperature,34.36,2026-05-30 11:00:00+05:30
temperature,34.68,2026-05-30 11:15:00+05:30
temperature,34.68,2026-05-30 11:30:00+05:30
temperature,35.69,2026-05-30 11:45:00+05:30
temperature,35.51,2026-05-30 12:00:00+05:30
temperature,36.03,2026-05-30 12:15:00+05:30
temperature,35.83,2026-05-30 12:30:00+05:30
temperature,35.91,2026-05-30 12:45:00+05:30
temperature,35.99,2026-05-30 13:00:00+05:30
temperature,36.07,2026-05-30 13:15:00+05:30
temperature,36.38,2026-05-30 13:30:00+05:30
temperature,36.58,2026-05-30 14:00:00+05:30
temperature,37.61,2026-05-30 14:15:00+05:30
temperature,37.86,2026-05-30 14:30:00+05:30
temperature,37.64,2026-05-30 14:45:00+05:30
temperature,37.78,2026-05-30 15:00:00+05:30
temperature,35.83,2026-05-30 15:15:00+05:30
temperature,29.65,2026-05-30 15:30:00+05:30
temperature,29.03,2026-05-30 15:45:00+05:30
temperature,27.33,2026-05-30 16:00:00+05:30
temperature,26.03,2026-05-30 16:15:00+05:30
temperature,26.61,2026-05-30 16:30:00+05:30
temperature,26.34,2026-05-30 16:45:00+05:30
temperature,25.2,2026-05-30 17:00:00+05:30
temperature,25.5,2026-05-30 17:15:00+05:30
temperature,26.38,2026-05-30 17:30:00+05:30
temperature,26.87,2026-05-30 17:45:00+05:30
temperature,27.05,2026-05-30 18:00:00+05:30
temperature,27.81,2026-05-30 18:15:00+05:30
temperature,28.19,2026-05-30 18:30:00+05:30
temperature,28.19,2026-05-30 18:45:00+05:30
temperature,28.17,2026-05-30 19:00:00+05:30
temperature,27.86,2026-05-30 19:15:00+05:30
temperature,27.5,2026-05-30 19:30:00+05:30
temperature,27.27,2026-05-30 19:45:00+05:30
temperature,27.29,2026-05-30 20:00:00+05:30
temperature,27.1,2026-05-30 20:15:00+05:30
temperature,26.78,2026-05-30 20:30:00+05:30
temperature,26.66,2026-05-30 20:45:00+05:30
temperature,26.66,2026-05-30 21:00:00+05:30
temperature,26.76,2026-05-30 21:15:00+05:30
temperature,26.71,2026-05-30 21:30:00+05:30
temperature,26.66,2026-05-30 21:45:00+05:30
temperature,26.58,2026-05-30 22:00:00+05:30
temperature,26.42,2026-05-30 22:15:00+05:30
temperature,26.25,2026-05-30 22:30:00+05:30
temperature,25.89,2026-05-30 22:45:00+05:30
temperature,25.58,2026-05-30 23:00:00+05:30
temperature,25.48,2026-05-30 23:15:00+05:30
temperature,25.47,2026-05-30 23:30:00+05:30
temperature,25.5,2026-05-30 23:45:00+05:30
temperature,25.3,2026-05-31 00:45:00+05:30
temperature,25.18,2026-05-31 01:00:00+05:30
temperature,25.23,2026-05-31 01:15:00+05:30
temperature,25.14,2026-05-31 01:30:00+05:30
temperature,25.04,2026-05-31 01:45:00+05:30
temperature,25.0,2026-05-31 02:00:00+05:30
temperature,25.01,2026-05-31 02:15:00+05:30
temperature,24.89,2026-05-31 02:30:00+05:30
wind_direction,324.84,2026-05-19 05:45:00+05:30
wind_direction,321.84,2026-05-19 06:00:00+05:30
wind_direction,321.84,2026-05-19 06:15:00+05:30
wind_direction,321.95,2026-05-19 06:30:00+05:30
wind_direction,322.0,2026-05-19 06:45:00+05:30
wind_direction,321.79,2026-05-19 07:00:00+05:30
wind_direction,322.11,2026-05-19 07:15:00+05:30
wind_direction,321.79,2026-05-19 07:30:00+05:30
wind_direction,307.89,2026-05-19 07:45:00+05:30
wind_direction,270.95,2026-05-19 08:00:00+05:30
wind_direction,243.63,2026-05-19 08:15:00+05:30
wind_direction,271.11,2026-05-19 08:30:00+05:30
wind_direction,302.16,2026-05-19 08:45:00+05:30
wind_direction,280.11,2026-05-19 09:00:00+05:30
wind_direction,86.79,2026-05-19 09:15:00+05:30
wind_direction,190.42,2026-05-19 09:30:00+05:30
wind_direction,285.37,2026-05-19 09:45:00+05:30
wind_direction,255.32,2026-05-19 10:00:00+05:30
wind_direction,234.74,2026-05-19 10:15:00+05:30
wind_direction,274.42,2026-05-19 10:30:00+05:30
wind_direction,310.74,2026-05-19 10:45:00+05:30
wind_direction,297.74,2026-05-19 11:00:00+05:30
wind_direction,311.95,2026-05-19 11:30:00+05:30
wind_direction,305.37,2026-05-19 11:45:00+05:30
wind_direction,290.95,2026-05-19 12:00:00+05:30
wind_direction,309.16,2026-05-19 12:15:00+05:30
wind_direction,247.53,2026-05-19 12:30:00+05:30
wind_direction,262.32,2026-05-19 12:45:00+05:30
wind_direction,226.58,2026-05-19 13:00:00+05:30
wind_direction,237.63,2026-05-19 13:15:00+05:30
wind_direction,193.84,2026-05-19 13:30:00+05:30
wind_direction,169.21,2026-05-19 13:45:00+05:30
wind_direction,297.11,2026-05-19 14:45:00+05:30
wind_direction,227.11,2026-05-19 15:00:00+05:30
wind_direction,311.68,2026-05-19 15:15:00+05:30
wind_direction,319.74,2026-05-19 15:30:00+05:30
wind_direction,320.16,2026-05-19 15:45:00+05:30
wind_direction,271.32,2026-05-19 16:00:00+05:30
wind_direction,293.0,2026-05-19 16:15:00+05:30
wind_direction,231.95,2026-05-19 16:30:00+05:30
wind_direction,145.68,2026-05-19 16:45:00+05:30
wind_direction,251.37,2026-05-19 17:00:00+05:30
wind_direction,235.0,2026-05-19 17:15:00+05:30
wind_direction,143.32,2026-05-19 17:30:00+05:30
wind_direction,159.53,2026-05-19 17:45:00+05:30
wind_direction,159.58,2026-05-19 18:00:00+05:30
wind_direction,159.84,2026-05-19 18:15:00+05:30
wind_direction,159.74,2026-05-19 18:30:00+05:30
wind_direction,159.74,2026-05-19 18:45:00+05:30
wind_direction,159.58,2026-05-19 19:00:00+05:30
wind_direction,159.58,2026-05-19 19:15:00+05:30
wind_direction,159.5,2026-05-19 19:30:00+05:30
wind_direction,159.74,2026-05-19 19:45:00+05:30
wind_direction,159.37,2026-05-19 20:15:00+05:30
wind_direction,159.68,2026-05-19 20:30:00+05:30
wind_direction,159.63,2026-05-19 20:45:00+05:30
wind_direction,159.95,2026-05-19 21:00:00+05:30
wind_direction,159.37,2026-05-19 21:15:00+05:30
wind_direction,159.58,2026-05-19 21:30:00+05:30
wind_direction,159.68,2026-05-19 21:45:00+05:30
wind_direction,159.68,2026-05-19 22:00:00+05:30
wind_direction,159.47,2026-05-19 22:15:00+05:30
wind_direction,159.89,2026-05-19 22:30:00+05:30
wind_direction,159.42,2026-05-19 22:45:00+05:30
wind_direction,159.63,2026-05-19 23:00:00+05:30
wind_direction,159.79,2026-05-19 23:15:00+05:30
wind_direction,159.68,2026-05-19 23:30:00+05:30
wind_direction,159.58,2026-05-19 23:45:00+05:30
wind_direction,159.89,2026-05-20 00:45:00+05:30
wind_direction,159.89,2026-05-20 01:00:00+05:30
wind_direction,159.84,2026-05-20 01:15:00+05:30
wind_direction,160.0,2026-05-20 01:30:00+05:30
wind_direction,159.74,2026-05-20 01:45:00+05:30
wind_direction,159.89,2026-05-20 02:00:00+05:30
wind_direction,159.84,2026-05-20 02:15:00+05:30
wind_direction,159.89,2026-05-20 02:30:00+05:30
wind_direction,159.79,2026-05-20 02:45:00+05:30
wind_direction,159.89,2026-05-20 03:00:00+05:30
wind_direction,159.89,2026-05-20 03:15:00+05:30
wind_direction,159.79,2026-05-20 03:30:00+05:30
wind_direction,160.0,2026-05-20 03:45:00+05:30
wind_direction,159.89,2026-05-20 04:00:00+05:30
wind_direction,159.79,2026-05-20 04:15:00+05:30
wind_direction,159.63,2026-05-20 04:30:00+05:30
wind_direction,159.39,2026-05-20 04:45:00+05:30
wind_direction,159.68,2026-05-20 05:00:00+05:30
wind_direction,159.74,2026-05-20 05:15:00+05:30
wind_direction,159.47,2026-05-20 05:30:00+05:30
wind_direction,159.32,2026-05-20 05:45:00+05:30
wind_direction,160.0,2026-05-20 06:00:00+05:30
wind_direction,159.89,2026-05-20 06:15:00+05:30
wind_direction,156.42,2026-05-20 06:30:00+05:30
wind_direction,13.95,2026-05-20 06:45:00+05:30
wind_direction,14.0,2026-05-20 07:00:00+05:30
wind_direction,231.16,2026-05-20 07:15:00+05:30
wind_direction,358.0,2026-05-20 07:30:00+05:30
wind_direction,337.53,2026-05-20 07:45:00+05:30
wind_direction,240.63,2026-05-20 08:00:00+05:30
wind_direction,32.53,2026-05-20 08:15:00+05:30
wind_direction,192.37,2026-05-20 08:30:00+05:30
wind_direction,214.53,2026-05-20 08:45:00+05:30
wind_direction,244.74,2026-05-20 09:00:00+05:30
wind_direction,159.05,2026-05-20 09:15:00+05:30
wind_direction,320.32,2026-05-20 09:30:00+05:30
wind_direction,245.42,2026-05-20 10:15:00+05:30
wind_direction,256.63,2026-05-20 10:30:00+05:30
wind_direction,220.79,2026-05-20 10:45:00+05:30
wind_direction,273.53,2026-05-20 12:00:00+05:30
wind_direction,142.05,2026-05-20 12:15:00+05:30
wind_direction,200.11,2026-05-20 12:30:00+05:30
wind_direction,281.63,2026-05-20 12:45:00+05:30
wind_direction,240.22,2026-05-20 13:00:00+05:30
wind_direction,225.26,2026-05-20 13:15:00+05:30
wind_direction,78.32,2026-05-20 13:30:00+05:30
wind_direction,135.74,2026-05-20 13:45:00+05:30
wind_direction,143.0,2026-05-20 14:00:00+05:30
wind_direction,214.22,2026-05-20 14:15:00+05:30
wind_direction,179.68,2026-05-20 14:30:00+05:30
wind_direction,238.89,2026-05-20 14:45:00+05:30
wind_direction,181.26,2026-05-20 15:00:00+05:30
wind_direction,183.68,2026-05-20 15:15:00+05:30
wind_direction,105.16,2026-05-20 15:30:00+05:30
wind_direction,154.47,2026-05-20 15:45:00+05:30
wind_direction,155.26,2026-05-20 16:00:00+05:30
wind_direction,171.32,2026-05-20 16:15:00+05:30
wind_direction,178.84,2026-05-20 16:30:00+05:30
wind_direction,35.21,2026-05-20 16:45:00+05:30
wind_direction,53.21,2026-05-20 17:00:00+05:30
wind_direction,52.47,2026-05-20 17:15:00+05:30
wind_direction,52.11,2026-05-20 17:30:00+05:30
wind_direction,52.26,2026-05-20 17:45:00+05:30
wind_direction,52.26,2026-05-20 18:00:00+05:30
wind_direction,52.42,2026-05-20 18:15:00+05:30
wind_direction,51.95,2026-05-20 18:30:00+05:30
wind_direction,52.21,2026-05-20 18:45:00+05:30
wind_direction,51.89,2026-05-20 19:00:00+05:30
wind_direction,51.95,2026-05-20 19:15:00+05:30
wind_direction,52.11,2026-05-20 19:30:00+05:30
wind_direction,52.0,2026-05-20 19:45:00+05:30
wind_direction,53.53,2026-05-20 20:00:00+05:30
wind_direction,71.42,2026-05-20 20:15:00+05:30
wind_direction,87.89,2026-05-20 20:30:00+05:30
wind_direction,88.0,2026-05-20 20:45:00+05:30
wind_direction,88.06,2026-05-20 21:00:00+05:30
wind_direction,88.16,2026-05-20 21:15:00+05:30
wind_direction,88.11,2026-05-20 21:30:00+05:30
wind_direction,90.42,2026-05-20 21:45:00+05:30
wind_direction,133.79,2026-05-20 22:00:00+05:30
wind_direction,192.16,2026-05-20 22:15:00+05:30
wind_direction,156.42,2026-05-20 22:30:00+05:30
wind_direction,161.74,2026-05-20 22:45:00+05:30
wind_direction,225.42,2026-05-20 23:00:00+05:30
wind_direction,211.84,2026-05-20 23:15:00+05:30
wind_direction,219.68,2026-05-20 23:30:00+05:30
wind_direction,217.0,2026-05-20 23:45:00+05:30
wind_direction,250.05,2026-05-21 00:45:00+05:30
wind_direction,250.11,2026-05-21 01:00:00+05:30
wind_direction,249.89,2026-05-21 01:15:00+05:30
wind_direction,250.42,2026-05-21 01:30:00+05:30
wind_direction,250.95,2026-05-21 01:45:00+05:30
wind_direction,248.63,2026-05-21 02:00:00+05:30
wind_direction,237.32,2026-05-21 02:15:00+05:30
wind_direction,238.05,2026-05-21 02:30:00+05:30
wind_direction,238.11,2026-05-21 02:45:00+05:30
wind_direction,238.11,2026-05-21 03:00:00+05:30
wind_direction,238.11,2026-05-21 03:15:00+05:30
wind_direction,238.05,2026-05-21 03:30:00+05:30
wind_direction,238.05,2026-05-21 03:45:00+05:30
wind_direction,238.63,2026-05-21 04:15:00+05:30
wind_direction,241.42,2026-05-21 04:30:00+05:30
wind_direction,241.32,2026-05-21 04:45:00+05:30
wind_direction,241.84,2026-05-21 05:00:00+05:30
wind_direction,242.37,2026-05-21 05:15:00+05:30
wind_direction,242.67,2026-05-21 05:30:00+05:30
wind_direction,242.26,2026-05-21 05:45:00+05:30
wind_direction,234.83,2026-05-21 06:45:00+05:30
wind_direction,237.79,2026-05-21 07:00:00+05:30
wind_direction,240.47,2026-05-21 07:15:00+05:30
wind_direction,243.16,2026-05-21 07:30:00+05:30
wind_direction,242.32,2026-05-21 07:45:00+05:30
wind_direction,228.26,2026-05-21 08:00:00+05:30
wind_direction,248.16,2026-05-21 08:15:00+05:30
wind_direction,228.84,2026-05-21 08:30:00+05:30
wind_direction,272.11,2026-05-21 08:45:00+05:30
wind_direction,244.17,2026-05-21 09:00:00+05:30
wind_direction,223.79,2026-05-21 09:15:00+05:30
wind_direction,262.26,2026-05-21 09:30:00+05:30
wind_direction,224.16,2026-05-21 09:45:00+05:30
wind_direction,211.4,2026-05-21 10:00:00+05:30
wind_direction,252.47,2026-05-21 10:15:00+05:30
wind_direction,232.58,2026-05-21 10:30:00+05:30
wind_direction,283.58,2026-05-21 10:45:00+05:30
wind_direction,278.79,2026-05-21 11:00:00+05:30
wind_direction,241.47,2026-05-21 11:15:00+05:30
wind_direction,294.84,2026-05-21 11:30:00+05:30
wind_direction,271.84,2026-05-21 11:45:00+05:30
wind_direction,298.26,2026-05-21 12:00:00+05:30
wind_direction,298.0,2026-05-21 12:15:00+05:30
wind_direction,263.47,2026-05-21 12:30:00+05:30
wind_direction,266.47,2026-05-21 12:45:00+05:30
wind_direction,250.53,2026-05-21 13:00:00+05:30
wind_direction,194.11,2026-05-21 13:15:00+05:30
wind_direction,212.32,2026-05-21 13:30:00+05:30
wind_direction,185.42,2026-05-21 13:45:00+05:30
wind_direction,224.63,2026-05-21 14:30:00+05:30
wind_direction,297.21,2026-05-21 14:45:00+05:30
wind_direction,239.89,2026-05-21 15:00:00+05:30
wind_direction,151.37,2026-05-21 15:15:00+05:30
wind_direction,134.89,2026-05-21 15:30:00+05:30
wind_direction,208.58,2026-05-21 15:45:00+05:30
wind_direction,264.16,2026-05-21 16:00:00+05:30
wind_direction,77.37,2026-05-21 16:15:00+05:30
wind_direction,289.58,2026-05-21 16:30:00+05:30
wind_direction,297.05,2026-05-21 16:45:00+05:30
wind_direction,172.26,2026-05-21 17:00:00+05:30
wind_direction,106.58,2026-05-21 17:15:00+05:30
wind_direction,103.37,2026-05-21 17:30:00+05:30
wind_direction,103.68,2026-05-21 17:45:00+05:30
wind_direction,103.37,2026-05-21 18:00:00+05:30
wind_direction,103.32,2026-05-21 18:15:00+05:30
wind_direction,103.47,2026-05-21 18:30:00+05:30
wind_direction,103.58,2026-05-21 18:45:00+05:30
wind_direction,103.79,2026-05-21 19:00:00+05:30
wind_direction,103.89,2026-05-21 19:15:00+05:30
wind_direction,103.58,2026-05-21 19:30:00+05:30
wind_direction,103.42,2026-05-21 19:45:00+05:30
wind_direction,180.26,2026-05-21 20:00:00+05:30
wind_direction,197.16,2026-05-21 20:15:00+05:30
wind_direction,238.05,2026-05-21 20:30:00+05:30
wind_direction,241.42,2026-05-21 20:45:00+05:30
wind_direction,238.11,2026-05-21 21:00:00+05:30
wind_direction,236.37,2026-05-21 21:15:00+05:30
wind_direction,243.42,2026-05-21 21:30:00+05:30
wind_direction,243.44,2026-05-21 21:45:00+05:30
wind_direction,243.61,2026-05-21 22:00:00+05:30
wind_direction,243.68,2026-05-21 22:15:00+05:30
wind_direction,243.68,2026-05-21 22:30:00+05:30
wind_direction,243.16,2026-05-21 22:45:00+05:30
wind_direction,243.32,2026-05-21 23:00:00+05:30
wind_direction,243.42,2026-05-21 23:15:00+05:30
wind_direction,243.47,2026-05-21 23:30:00+05:30
wind_direction,243.47,2026-05-21 23:45:00+05:30
wind_direction,243.16,2026-05-22 00:45:00+05:30
wind_direction,243.47,2026-05-22 01:00:00+05:30
wind_direction,243.42,2026-05-22 01:15:00+05:30
wind_direction,258.0,2026-05-22 01:30:00+05:30
wind_direction,280.89,2026-05-22 01:45:00+05:30
wind_direction,282.26,2026-05-22 02:00:00+05:30
wind_direction,282.63,2026-05-22 02:15:00+05:30
wind_direction,282.47,2026-05-22 02:30:00+05:30
wind_direction,282.58,2026-05-22 02:45:00+05:30
wind_direction,282.58,2026-05-22 03:00:00+05:30
wind_direction,284.84,2026-05-22 03:15:00+05:30
wind_direction,205.47,2026-05-22 03:30:00+05:30
wind_direction,179.26,2026-05-22 03:45:00+05:30
wind_direction,102.0,2026-05-22 04:00:00+05:30
wind_direction,101.68,2026-05-22 04:15:00+05:30
wind_direction,101.79,2026-05-22 04:45:00+05:30
