parameter,value,datetimeLocal
no2,34.51,2026-05-25 15:45:00+05:30
no2,34.45,2026-05-25 16:00:00+05:30
no2,27.08,2026-05-25 16:15:00+05:30
no2,15.66,2026-05-25 16:30:00+05:30
no2,15.22,2026-05-25 16:45:00+05:30
no2,15.32,2026-05-25 17:00:00+05:30
no2,15.3,2026-05-25 17:15:00+05:30
no2,15.02,2026-05-25 17:45:00+05:30
no2,14.95,2026-05-25 18:00:00+05:30
no2,15.1,2026-05-25 18:15:00+05:30
no2,14.77,2026-05-25 18:30:00+05:30
no2,14.97,2026-05-25 18:45:00+05:30
no2,14.83,2026-05-25 19:00:00+05:30
no2,14.86,2026-05-25 19:15:00+05:30
no2,15.19,2026-05-25 19:30:00+05:30
no2,15.31,2026-05-25 19:45:00+05:30
no2,14.93,2026-05-25 20:00:00+05:30
no2,15.26,2026-05-25 20:15:00+05:30
no2,15.31,2026-05-25 20:30:00+05:30
no2,15.23,2026-05-25 20:45:00+05:30
no2,15.12,2026-05-25 21:00:00+05:30
no2,14.99,2026-05-25 21:15:00+05:30
no2,15.17,2026-05-25 21:30:00+05:30
no2,20.16,2026-05-25 21:45:00+05:30
no2,22.93,2026-05-25 22:00:00+05:30
no2,23.53,2026-05-25 22:15:00+05:30
no2,24.11,2026-05-25 22:30:00+05:30
no2,24.5,2026-05-25 22:45:00+05:30
no2,24.53,2026-05-25 23:00:00+05:30
no2,24.52,2026-05-25 23:15:00+05:30
no2,24.97,2026-05-25 23:30:00+05:30
no2,23.44,2026-05-25 23:45:00+05:30
no2,15.35,2026-05-26 00:45:00+05:30
no2,15.16,2026-05-26 01:00:00+05:30
no2,15.09,2026-05-26 01:15:00+05:30
no2,15.04,2026-05-26 01:30:00+05:30
no2,15.46,2026-05-26 01:45:00+05:30
no2,15.44,2026-05-26 02:00:00+05:30
no2,15.42,2026-05-26 02:15:00+05:30
no2,15.53,2026-05-26 02:30:00+05:30
no2,15.31,2026-05-26 02:45:00+05:30
no2,15.14,2026-05-26 03:00:00+05:30
no2,15.12,2026-05-26 03:15:00+05:30
no2,15.3,2026-05-26 03:30:00+05:30
no2,15.39,2026-05-26 03:45:00+05:30
no2,15.53,2026-05-26 04:00:00+05:30
no2,15.28,2026-05-26 04:15:00+05:30
no2,15.33,2026-05-26 04:30:00+05:30
no2,15.36,2026-05-26 04:45:00+05:30
no2,15.06,2026-05-26 05:00:00+05:30
no2,15.47,2026-05-26 05:15:00+05:30
no2,15.36,2026-05-26 05:30:00+05:30
no2,15.45,2026-05-26 05:45:00+05:30
no2,15.2,2026-05-26 06:00:00+05:30
no2,15.08,2026-05-26 06:15:00+05:30
no2,15.05,2026-05-26 06:30:00+05:30
no2,15.18,2026-05-26 06:45:00+05:30
no2,15.24,2026-05-26 07:00:00+05:30
no2,15.23,2026-05-26 07:15:00+05:30
no2,15.45,2026-05-26 07:30:00+05:30
no2,15.0,2026-05-26 07:45:00+05:30
no2,14.86,2026-05-26 08:00:00+05:30
no2,15.04,2026-05-26 08:15:00+05:30
no2,9.1,2026-05-26 08:30:00+05:30
no2,6.97,2026-05-26 08:45:00+05:30
no2,8.37,2026-05-26 09:00:00+05:30
no2,9.25,2026-05-26 09:15:00+05:30
no2,9.59,2026-05-26 10:45:00+05:30
no2,22.68,2026-05-26 11:15:00+05:30
no2,26.09,2026-05-26 11:30:00+05:30
no2,27.43,2026-05-26 11:45:00+05:30
no2,28.23,2026-05-26 12:00:00+05:30
no2,28.5,2026-05-26 12:15:00+05:30
no2,28.43,2026-05-26 12:30:00+05:30
no2,28.27,2026-05-26 12:45:00+05:30
no2,28.15,2026-05-26 13:00:00+05:30
no2,27.97,2026-05-26 13:15:00+05:30
no2,27.89,2026-05-26 13:30:00+05:30
no2,28.27,2026-05-26 13:45:00+05:30
no2,28.47,2026-05-26 14:00:00+05:30
no2,28.11,2026-05-26 14:15:00+05:30
no2,28.69,2026-05-26 14:30:00+05:30
no2,33.14,2026-05-26 15:00:00+05:30
no2,33.14,2026-05-26 15:15:00+05:30
no2,33.4,2026-05-26 15:45:00+05:30
no2,33.89,2026-05-26 16:00:00+05:30
no2,34.22,2026-05-26 16:15:00+05:30
no2,34.15,2026-05-26 16:30:00+05:30
no2,34.35,2026-05-26 16:45:00+05:30
no2,33.33,2026-05-26 17:00:00+05:30
no2,30.63,2026-05-26 17:15:00+05:30
no2,29.05,2026-05-26 17:30:00+05:30
no2,28.62,2026-05-26 17:45:00+05:30
no2,28.5,2026-05-26 18:00:00+05:30
no2,28.59,2026-05-26 18:15:00+05:30
no2,28.39,2026-05-26 18:30:00+05:30
no2,28.03,2026-05-26 18:45:00+05:30
no2,28.35,2026-05-26 19:00:00+05:30
no2,28.26,2026-05-26 19:15:00+05:30
no2,28.26,2026-05-26 19:30:00+05:30
no2,28.28,2026-05-26 19:45:00+05:30
no2,28.18,2026-05-26 20:15:00+05:30
no2,28.26,2026-05-26 20:30:00+05:30
no2,28.36,2026-05-26 20:45:00+05:30
no2,28.63,2026-05-26 21:30:00+05:30
no2,28.48,2026-05-26 21:45:00+05:30
no2,28.44,2026-05-26 22:00:00+05:30
no2,28.24,2026-05-26 22:15:00+05:30
no2,28.59,2026-05-26 22:30:00+05:30
no2,28.5,2026-05-26 22:45:00+05:30
no2,28.58,2026-05-26 23:00:00+05:30
no2,28.4,2026-05-26 23:15:00+05:30
no2,28.54,2026-05-26 23:30:00+05:30
no2,28.2,2026-05-26 23:45:00+05:30
no2,28.43,2026-05-27 00:45:00+05:30
no2,28.55,2026-05-27 01:00:00+05:30
no2,28.92,2026-05-27 01:15:00+05:30
no2,28.77,2026-05-27 01:30:00+05:30
no2,28.78,2026-05-27 01:45:00+05:30
no2,28.56,2026-05-27 02:00:00+05:30
no2,28.46,2026-05-27 02:15:00+05:30
no2,28.46,2026-05-27 02:30:00+05:30
no2,28.31,2026-05-27 02:45:00+05:30
no2,28.34,2026-05-27 03:00:00+05:30
no2,28.29,2026-05-27 03:15:00+05:30
no2,28.3,2026-05-27 03:30:00+05:30
no2,28.34,2026-05-27 03:45:00+05:30
no2,28.3,2026-05-27 04:00:00+05:30
no2,28.32,2026-05-27 04:15:00+05:30
no2,28.48,2026-05-27 04:30:00+05:30
no2,28.26,2026-05-27 04:45:00+05:30
no2,28.21,2026-05-27 05:00:00+05:30
no2,28.16,2026-05-27 05:15:00+05:30
no2,28.37,2026-05-27 05:30:00+05:30
no2,28.58,2026-05-27 05:45:00+05:30
no2,28.63,2026-05-27 06:00:00+05:30
no2,28.38,2026-05-27 06:15:00+05:30
no2,28.11,2026-05-27 06:30:00+05:30
no2,28.03,2026-05-27 06:45:00+05:30
no2,28.09,2026-05-27 07:00:00+05:30
no2,28.52,2026-05-27 07:15:00+05:30
no2,28.56,2026-05-27 07:30:00+05:30
no2,27.51,2026-05-27 07:45:00+05:30
no2,28.02,2026-05-27 08:00:00+05:30
no2,28.19,2026-05-27 08:15:00+05:30
no2,20.32,2026-05-27 08:30:00+05:30
no2,9.9,2026-05-27 08:45:00+05:30
no2,9.55,2026-05-27 09:00:00+05:30
no2,9.26,2026-05-27 09:15:00+05:30
no2,9.18,2026-05-27 09:30:00+05:30
no2,9.39,2026-05-27 09:45:00+05:30
no2,9.56,2026-05-27 10:00:00+05:30
no2,9.33,2026-05-27 10:15:00+05:30
no2,9.63,2026-05-27 10:30:00+05:30
no2,9.87,2026-05-27 10:45:00+05:30
no2,10.86,2026-05-27 11:00:00+05:30
no2,19.75,2026-05-27 11:15:00+05:30
no2,22.54,2026-05-27 11:30:00+05:30
no2,20.68,2026-05-27 12:00:00+05:30
no2,20.9,2026-05-27 12:15:00+05:30
no2,21.16,2026-05-27 12:30:00+05:30
no2,20.83,2026-05-27 12:45:00+05:30
no2,48.87,2026-05-27 17:45:00+05:30
no2,41.03,2026-05-27 18:00:00+05:30
no2,41.17,2026-05-27 18:15:00+05:30
no2,41.2,2026-05-27 18:30:00+05:30
no2,41.41,2026-05-27 18:45:00+05:30
no2,41.36,2026-05-27 19:00:00+05:30
no2,41.46,2026-05-27 19:15:00+05:30
no2,41.65,2026-05-27 19:30:00+05:30
no2,42.0,2026-05-27 19:45:00+05:30
no2,41.87,2026-05-27 20:00:00+05:30
no2,41.76,2026-05-27 20:15:00+05:30
no2,41.58,2026-05-27 20:30:00+05:30
no2,41.67,2026-05-27 20:45:00+05:30
no2,42.05,2026-05-27 21:00:00+05:30
no2,41.9,2026-05-27 21:15:00+05:30
no2,42.0,2026-05-27 21:30:00+05:30
no2,41.77,2026-05-27 21:45:00+05:30
no2,41.52,2026-05-27 22:00:00+05:30
no2,41.45,2026-05-27 22:15:00+05:30
no2,41.52,2026-05-27 22:30:00+05:30
no2,41.68,2026-05-27 22:45:00+05:30
no2,41.68,2026-05-27 23:00:00+05:30
no2,35.03,2026-05-27 23:15:00+05:30
no2,13.85,2026-05-27 23:30:00+05:30
no2,11.79,2026-05-27 23:45:00+05:30
no2,11.62,2026-05-28 00:45:00+05:30
no2,11.65,2026-05-28 01:00:00+05:30
no2,11.53,2026-05-28 01:15:00+05:30
no2,11.43,2026-05-28 01:30:00+05:30
no2,11.73,2026-05-28 01:45:00+05:30
no2,11.56,2026-05-28 02:00:00+05:30
no2,11.5,2026-05-28 02:15:00+05:30
no2,11.67,2026-05-28 02:30:00+05:30
no2,11.46,2026-05-28 02:45:00+05:30
no2,11.51,2026-05-28 03:00:00+05:30
no2,11.12,2026-05-28 03:15:00+05:30
no2,11.1,2026-05-28 03:30:00+05:30
no2,11.34,2026-05-28 03:45:00+05:30
no2,11.6,2026-05-28 04:00:00+05:30
no2,11.56,2026-05-28 04:15:00+05:30
no2,11.6,2026-05-28 04:30:00+05:30
no2,11.69,2026-05-28 04:45:00+05:30
no2,11.87,2026-05-28 05:00:00+05:30
no2,11.69,2026-05-28 05:15:00+05:30
no2,11.37,2026-05-28 05:30:00+05:30
no2,11.41,2026-05-28 05:45:00+05:30
no2,11.4,2026-05-28 06:00:00+05:30
no2,11.77,2026-05-28 06:15:00+05:30
no2,11.73,2026-05-28 06:30:00+05:30
no2,11.8,2026-05-28 06:45:00+05:30
no2,11.75,2026-05-28 07:00:00+05:30
no2,11.6,2026-05-28 07:15:00+05:30
no2,11.28,2026-05-28 07:30:00+05:30
no2,11.29,2026-05-28 07:45:00+05:30
no2,20.9,2026-05-28 08:00:00+05:30
no2,24.6,2026-05-28 08:15:00+05:30
no2,24.67,2026-05-28 08:30:00+05:30
no2,24.72,2026-05-28 08:45:00+05:30
no2,24.68,2026-05-28 09:00:00+05:30
no2,24.54,2026-05-28 09:15:00+05:30
no2,24.56,2026-05-28 09:30:00+05:30
no2,24.58,2026-05-28 09:45:00+05:30
no2,24.87,2026-05-28 10:00:00+05:30
no2,24.77,2026-05-28 10:15:00+05:30
no2,24.84,2026-05-28 10:30:00+05:30
no2,24.92,2026-05-28 10:45:00+05:30
no2,24.8,2026-05-28 11:00:00+05:30
no2,24.38,2026-05-28 11:15:00+05:30
no2,25.72,2026-05-28 11:30:00+05:30
no2,36.17,2026-05-28 11:45:00+05:30
no2,42.06,2026-05-28 12:00:00+05:30
no2,43.15,2026-05-28 12:15:00+05:30
no2,43.53,2026-05-28 12:30:00+05:30
no2,43.33,2026-05-28 12:45:00+05:30
no2,43.02,2026-05-28 13:00:00+05:30
no2,43.1,2026-05-28 13:15:00+05:30
no2,43.61,2026-05-28 13:30:00+05:30
no2,43.79,2026-05-28 13:45:00+05:30
no2,43.3,2026-05-28 14:00:00+05:30
no2,38.76,2026-05-28 14:15:00+05:30
no2,37.28,2026-05-28 14:30:00+05:30
no2,37.7,2026-05-28 14:45:00+05:30
no2,37.76,2026-05-28 15:00:00+05:30
no2,37.97,2026-05-28 15:15:00+05:30
no2,37.72,2026-05-28 15:30:00+05:30
no2,37.35,2026-05-28 15:45:00+05:30
no2,25.55,2026-05-28 16:15:00+05:30
no2,17.84,2026-05-28 16:45:00+05:30
no2,17.12,2026-05-28 17:15:00+05:30
no2,17.03,2026-05-28 17:30:00+05:30
no2,17.11,2026-05-28 17:45:00+05:30
no2,17.11,2026-05-28 18:45:00+05:30
no2,17.13,2026-05-28 19:00:00+05:30
no2,17.02,2026-05-28 19:15:00+05:30
no2,16.69,2026-05-28 19:30:00+05:30
no2,17.05,2026-05-28 19:45:00+05:30
no2,17.09,2026-05-28 20:45:00+05:30
no2,17.08,2026-05-28 22:45:00+05:30
no2,17.42,2026-05-28 23:00:00+05:30
no2,17.0,2026-05-28 23:15:00+05:30
no2,17.09,2026-05-28 23:30:00+05:30
no2,17.04,2026-05-28 23:45:00+05:30
no2,17.01,2026-05-29 00:45:00+05:30
no2,17.0,2026-05-29 01:00:00+05:30
no2,17.09,2026-05-29 01:15:00+05:30
no2,16.88,2026-05-29 01:30:00+05:30
no2,16.84,2026-05-29 01:45:00+05:30
no2,16.94,2026-05-29 02:00:00+05:30
no2,16.99,2026-05-29 02:15:00+05:30
no2,17.16,2026-05-29 02:30:00+05:30
no2,17.26,2026-05-29 02:45:00+05:30
no2,17.29,2026-05-29 03:00:00+05:30
no2,17.32,2026-05-29 03:15:00+05:30
no2,17.27,2026-05-29 03:30:00+05:30
no2,17.1,2026-05-29 03:45:00+05:30
no2,17.35,2026-05-29 04:00:00+05:30
no2,17.04,2026-05-29 04:15:00+05:30
no2,17.32,2026-05-29 04:30:00+05:30
no2,17.27,2026-05-29 04:45:00+05:30
no2,16.92,2026-05-29 05:00:00+05:30
no2,17.02,2026-05-29 05:15:00+05:30
no2,17.16,2026-05-29 05:30:00+05:30
no2,17.01,2026-05-29 05:45:00+05:30
no2,17.09,2026-05-29 06:00:00+05:30
no2,16.88,2026-05-29 06:15:00+05:30
no2,16.9,2026-05-29 06:30:00+05:30
no2,16.88,2026-05-29 06:45:00+05:30
no2,17.69,2026-05-29 07:00:00+05:30
no2,16.53,2026-05-29 07:15:00+05:30
no2,16.41,2026-05-29 07:30:00+05:30
no2,16.89,2026-05-29 07:45:00+05:30
no2,17.07,2026-05-29 08:00:00+05:30
no2,17.19,2026-05-29 08:15:00+05:30
no2,17.24,2026-05-29 08:30:00+05:30
no2,16.77,2026-05-29 08:45:00+05:30
no2,16.65,2026-05-29 09:00:00+05:30
no2,16.67,2026-05-29 09:15:00+05:30
no2,16.61,2026-05-29 09:30:00+05:30
no2,16.72,2026-05-29 09:45:00+05:30
no2,16.99,2026-05-29 10:00:00+05:30
no2,17.32,2026-05-29 10:15:00+05:30
no2,17.39,2026-05-29 10:30:00+05:30
no2,17.22,2026-05-29 10:45:00+05:30
no2,38.18,2026-05-29 11:00:00+05:30
no2,54.14,2026-05-29 11:15:00+05:30
no2,54.49,2026-05-29 11:30:00+05:30
no2,54.59,2026-05-29 11:45:00+05:30
no2,54.99,2026-05-29 13:00:00+05:30
no2,55.0,2026-05-29 13:15:00+05:30
no2,54.96,2026-05-29 13:30:00+05:30
no2,54.82,2026-05-29 13:45:00+05:30
no2,54.89,2026-05-29 14:00:00+05:30
no2,55.05,2026-05-29 14:15:00+05:30
no2,46.9,2026-05-29 14:30:00+05:30
no2,28.79,2026-05-29 15:45:00+05:30
no2,55.58,2026-05-29 16:00:00+05:30
no2,55.49,2026-05-29 16:15:00+05:30
no2,54.55,2026-05-29 16:30:00+05:30
no2,45.69,2026-05-29 16:45:00+05:30
no2,40.51,2026-05-29 17:00:00+05:30
no2,41.12,2026-05-29 17:15:00+05:30
no2,41.52,2026-05-29 17:30:00+05:30
no2,41.39,2026-05-29 17:45:00+05:30
no2,41.6,2026-05-29 18:00:00+05:30
no2,41.38,2026-05-29 18:15:00+05:30
no2,41.47,2026-05-29 18:30:00+05:30
no2,41.28,2026-05-29 18:45:00+05:30
no2,41.47,2026-05-29 19:00:00+05:30
no2,41.71,2026-05-29 19:15:00+05:30
no2,41.36,2026-05-29 19:30:00+05:30
no2,41.21,2026-05-29 19:45:00+05:30
no2,41.4,2026-05-29 20:00:00+05:30
no2,41.12,2026-05-29 20:15:00+05:30
no2,41.14,2026-05-29 20:30:00+05:30
no2,41.23,2026-05-29 20:45:00+05:30
no2,42.73,2026-05-29 21:00:00+05:30
no2,41.14,2026-05-29 21:15:00+05:30
no2,40.91,2026-05-29 21:30:00+05:30
no2,41.11,2026-05-29 21:45:00+05:30
no2,41.29,2026-05-29 22:00:00+05:30
no2,41.77,2026-05-29 22:15:00+05:30
no2,44.99,2026-05-29 22:30:00+05:30
no2,42.24,2026-05-29 22:45:00+05:30
no2,41.66,2026-05-29 23:00:00+05:30
no2,41.72,2026-05-29 23:15:00+05:30
no2,41.97,2026-05-29 23:30:00+05:30
no2,42.07,2026-05-29 23:45:00+05:30
no2,41.32,2026-05-30 00:45:00+05:30
no2,41.24,2026-05-30 01:00:00+05:30
no2,41.27,2026-05-30 01:15:00+05:30
no2,41.64,2026-05-30 01:30:00+05:30
no2,41.9,2026-05-30 01:45:00+05:30
no2,41.88,2026-05-30 02:00:00+05:30
no2,41.58,2026-05-30 02:15:00+05:30
no2,41.82,2026-05-30 02:30:00+05:30
no2,41.69,2026-05-30 02:45:00+05:30
no2,41.67,2026-05-30 03:00:00+05:30
no2,42.02,2026-05-30 03:15:00+05:30
no2,41.94,2026-05-30 03:30:00+05:30
no2,41.97,2026-05-30 03:45:00+05:30
no2,41.76,2026-05-30 04:00:00+05:30
no2,41.83,2026-05-30 04:15:00+05:30
no2,41.76,2026-05-30 04:30:00+05:30
no2,41.41,2026-05-30 04:45:00+05:30
no2,41.58,2026-05-30 05:00:00+05:30
no2,41.72,2026-05-30 05:15:00+05:30
no2,41.67,2026-05-30 05:30:00+05:30
no2,41.94,2026-05-30 05:45:00+05:30
no2,41.92,2026-05-30 06:00:00+05:30
no2,41.81,2026-05-30 06:15:00+05:30
no2,41.27,2026-05-30 06:30:00+05:30
no2,39.83,2026-05-30 06:45:00+05:30
no2,24.59,2026-05-30 07:00:00+05:30
no2,23.24,2026-05-30 07:15:00+05:30
no2,22.94,2026-05-30 07:30:00+05:30
no2,22.58,2026-05-30 07:45:00+05:30
no2,22.8,2026-05-30 08:00:00+05:30
no2,22.88,2026-05-30 08:15:00+05:30
no2,22.5,2026-05-30 08:30:00+05:30
no2,22.64,2026-05-30 08:45:00+05:30
no2,22.66,2026-05-30 09:00:00+05:30
no2,22.46,2026-05-30 09:15:00+05:30
no2,22.67,2026-05-30 09:30:00+05:30
no2,22.67,2026-05-30 09:45:00+05:30
no2,22.53,2026-05-30 10:00:00+05:30
no2,22.6,2026-05-30 10:15:00+05:30
no2,22.77,2026-05-30 10:30:00+05:30
no2,22.79,2026-05-30 10:45:00+05:30
no2,22.42,2026-05-30 11:00:00+05:30
no2,22.75,2026-05-30 11:15:00+05:30
no2,22.84,2026-05-30 11:30:00+05:30
no2,23.0,2026-05-30 11:45:00+05:30
no2,22.81,2026-05-30 12:00:00+05:30
no2,22.46,2026-05-30 12:15:00+05:30
no2,30.18,2026-05-30 12:30:00+05:30
no2,41.93,2026-05-30 12:45:00+05:30
no2,41.3,2026-05-30 13:00:00+05:30
no2,40.91,2026-05-30 13:15:00+05:30
no2,40.87,2026-05-30 13:30:00+05:30
no2,41.64,2026-05-30 14:00:00+05:30
no2,41.69,2026-05-30 14:15:00+05:30
no2,41.52,2026-05-30 14:30:00+05:30
no2,41.26,2026-05-30 14:45:00+05:30
no2,41.44,2026-05-30 15:00:00+05:30
no2,41.33,2026-05-30 15:15:00+05:30
no2,41.69,2026-05-30 15:30:00+05:30
no2,41.55,2026-05-30 15:45:00+05:30
no2,39.31,2026-05-30 16:00:00+05:30
no2,42.05,2026-05-30 16:15:00+05:30
no2,42.35,2026-05-30 16:30:00+05:30
no2,42.11,2026-05-30 16:45:00+05:30
no2,42.22,2026-05-30 17:00:00+05:30
no2,42.19,2026-05-30 17:15:00+05:30
no2,41.98,2026-05-30 17:30:00+05:30
no2,41.88,2026-05-30 17:45:00+05:30
no2,41.61,2026-05-30 18:00:00+05:30
no2,41.78,2026-05-30 18:15:00+05:30
no2,41.85,2026-05-30 18:30:00+05:30
no2,41.65,2026-05-30 18:45:00+05:30
no2,41.63,2026-05-30 19:00:00+05:30
no2,41.32,2026-05-30 19:15:00+05:30
no2,41.69,2026-05-30 19:30:00+05:30
no2,42.21,2026-05-30 19:45:00+05:30
no2,41.61,2026-05-30 20:00:00+05:30
no2,39.01,2026-05-30 20:15:00+05:30
no2,25.68,2026-05-30 20:30:00+05:30
no2,22.63,2026-05-30 20:45:00+05:30
no2,22.96,2026-05-30 21:00:00+05:30
no2,22.53,2026-05-30 21:15:00+05:30
no2,22.58,2026-05-30 21:30:00+05:30
no2,22.88,2026-05-30 21:45:00+05:30
no2,24.96,2026-05-30 22:00:00+05:30
no2,23.5,2026-05-30 22:15:00+05:30
no2,22.87,2026-05-30 22:30:00+05:30
no2,22.28,2026-05-30 22:45:00+05:30
no2,22.11,2026-05-30 23:00:00+05:30
no2,22.45,2026-05-30 23:15:00+05:30
no2,22.61,2026-05-30 23:30:00+05:30
no2,22.48,2026-05-30 23:45:00+05:30
no2,23.14,2026-05-31 00:45:00+05:30
no2,22.8,2026-05-31 01:00:00+05:30
no2,22.33,2026-05-31 01:15:00+05:30
no2,22.4,2026-05-31 01:30:00+05:30
no2,22.61,2026-05-31 01:45:00+05:30
no2,22.21,2026-05-31 02:00:00+05:30
no2,22.28,2026-05-31 02:15:00+05:30
no2,22.66,2026-05-31 02:30:00+05:30
nox,0.03346,2026-05-19 05:45:00+05:30
nox,0.03324,2026-05-19 06:00:00+05:30
nox,0.03312,2026-05-19 06:15:00+05:30
nox,0.03313,2026-05-19 06:30:00+05:30
nox,0.03321,2026-05-19 06:45:00+05:30
nox,0.03325,2026-05-19 07:00:00+05:30
nox,0.03329,2026-05-19 07:15:00+05:30
nox,0.03301,2026-05-19 07:30:00+05:30
nox,0.033,2026-05-19 07:45:00+05:30
nox,0.03308,2026-05-19 08:00:00+05:30
nox,0.0332,2026-05-19 08:15:00+05:30
nox,0.03314,2026-05-19 08:30:00+05:30
nox,0.03313,2026-05-19 08:45:00+05:30
nox,0.03301,2026-05-19 09:00:00+05:30
nox,0.0330499999999999,2026-05-19 09:15:00+05:30
nox,0.0352,2026-05-19 09:30:00+05:30
nox,0.03993,2026-05-19 09:45:00+05:30
nox,0.03999,2026-05-19 10:00:00+05:30
nox,0.04002,2026-05-19 10:15:00+05:30
nox,0.04021,2026-05-19 10:30:00+05:30
nox,0.04006,2026-05-19 10:45:00+05:30
nox,0.03938,2026-05-19 11:00:00+05:30
nox,0.04022,2026-05-19 11:30:00+05:30
nox,0.03865,2026-05-19 11:45:00+05:30
nox,0.03661,2026-05-19 12:00:00+05:30
nox,0.03574,2026-05-19 12:15:00+05:30
nox,0.03562,2026-05-19 12:30:00+05:30
nox,0.0348,2026-05-19 12:45:00+05:30
nox,0.03472,2026-05-19 13:00:00+05:30
nox,0.03409,2026-05-19 13:15:00+05:30
nox,0.0341,2026-05-19 13:30:00+05:30
nox,0.0334799999999999,2026-05-19 13:45:00+05:30
nox,0.02865,2026-05-19 14:45:00+05:30
nox,0.0282399999999999,2026-05-19 15:00:00+05:30
nox,0.02614,2026-05-19 15:15:00+05:30
nox,0.01843,2026-05-19 15:30:00+05:30
nox,0.01837,2026-05-19 15:45:00+05:30
nox,0.01839,2026-05-19 16:00:00+05:30
nox,0.01842,2026-05-19 16:15:00+05:30
nox,0.0196,2026-05-19 16:30:00+05:30
nox,0.02312,2026-05-19 16:45:00+05:30
nox,0.0244899999999999,2026-05-19 17:00:00+05:30
nox,0.0245799999999999,2026-05-19 17:15:00+05:30
nox,0.02487,2026-05-19 17:30:00+05:30
nox,0.02524,2026-05-19 17:45:00+05:30
nox,0.02528,2026-05-19 18:00:00+05:30
nox,0.02481,2026-05-19 18:15:00+05:30
nox,0.02481,2026-05-19 18:30:00+05:30
nox,0.02525,2026-05-19 18:45:00+05:30
nox,0.02548,2026-05-19 19:00:00+05:30
nox,0.02543,2026-05-19 19:15:00+05:30
nox,0.0252,2026-05-19 19:30:00+05:30
nox,0.02517,2026-05-19 19:45:00+05:30
nox,0.02531,2026-05-19 20:15:00+05:30
nox,0.0253,2026-05-19 20:30:00+05:30
nox,0.02548,2026-05-19 20:45:00+05:30
nox,0.02518,2026-05-19 21:00:00+05:30
nox,0.02523,2026-05-19 21:15:00+05:30
nox,0.02513,2026-05-19 21:30:00+05:30
nox,0.02511,2026-05-19 21:45:00+05:30
nox,0.02803,2026-05-19 22:00:00+05:30
nox,0.03181,2026-05-19 22:15:00+05:30
nox,0.0326599999999999,2026-05-19 22:30:00+05:30
nox,0.0329099999999999,2026-05-19 22:45:00+05:30
nox,0.03312,2026-05-19 23:00:00+05:30
nox,0.03303,2026-05-19 23:15:00+05:30
nox,0.03302,2026-05-19 23:30:00+05:30
nox,0.03329,2026-05-19 23:45:00+05:30
nox,0.03318,2026-05-20 00:45:00+05:30
nox,0.03339,2026-05-20 01:00:00+05:30
nox,0.03343,2026-05-20 01:15:00+05:30
nox,0.03335,2026-05-20 01:30:00+05:30
nox,0.03321,2026-05-20 01:45:00+05:30
nox,0.03328,2026-05-20 02:00:00+05:30
nox,0.03301,2026-05-20 02:15:00+05:30
nox,0.0332999999999999,2026-05-20 02:30:00+05:30
nox,0.03299,2026-05-20 02:45:00+05:30
nox,0.03297,2026-05-20 03:00:00+05:30
nox,0.03317,2026-05-20 03:15:00+05:30
nox,0.03317,2026-05-20 03:30:00+05:30
nox,0.03329,2026-05-20 03:45:00+05:30
nox,0.03328,2026-05-20 04:00:00+05:30
nox,0.03339,2026-05-20 04:15:00+05:30
nox,0.03329,2026-05-20 04:30:00+05:30
nox,0.03359,2026-05-20 04:45:00+05:30
nox,0.03296,2026-05-20 05:00:00+05:30
nox,0.03285,2026-05-20 05:15:00+05:30
nox,0.03328,2026-05-20 05:30:00+05:30
nox,0.03321,2026-05-20 05:45:00+05:30
nox,0.03332,2026-05-20 06:00:00+05:30
nox,0.03357,2026-05-20 06:15:00+05:30
nox,0.03346,2026-05-20 06:30:00+05:30
nox,0.03274,2026-05-20 06:45:00+05:30
nox,0.03269,2026-05-20 07:00:00+05:30
nox,0.03251,2026-05-20 07:15:00+05:30
nox,0.03275,2026-05-20 07:30:00+05:30
nox,0.03319,2026-05-20 07:45:00+05:30
nox,0.0332999999999999,2026-05-20 08:00:00+05:30
nox,0.0335499999999999,2026-05-20 08:15:00+05:30
nox,0.03662,2026-05-20 08:30:00+05:30
nox,0.03942,2026-05-20 08:45:00+05:30
nox,0.04013,2026-05-20 09:00:00+05:30
nox,0.04042,2026-05-20 09:15:00+05:30
nox,0.04007,2026-05-20 09:30:00+05:30
nox,0.0399799999999999,2026-05-20 10:15:00+05:30
nox,0.0398699999999999,2026-05-20 10:30:00+05:30
nox,0.04018,2026-05-20 10:45:00+05:30
nox,0.02861,2026-05-20 12:00:00+05:30
nox,0.02867,2026-05-20 12:15:00+05:30
nox,0.0282399999999999,2026-05-20 12:30:00+05:30
nox,0.02793,2026-05-20 12:45:00+05:30
nox,0.02778,2026-05-20 13:00:00+05:30
nox,0.02779,2026-05-20 13:15:00+05:30
nox,0.02766,2026-05-20 13:30:00+05:30
nox,0.02142,2026-05-20 13:45:00+05:30
nox,0.02014,2026-05-20 14:00:00+05:30
nox,0.0200799999999999,2026-05-20 14:15:00+05:30
nox,0.01994,2026-05-20 14:30:00+05:30
nox,0.01927,2026-05-20 14:45:00+05:30
nox,0.01907,2026-05-20 15:00:00+05:30
nox,0.01945,2026-05-20 15:15:00+05:30
nox,0.01978,2026-05-20 15:30:00+05:30
nox,0.02021,2026-05-20 15:45:00+05:30
nox,0.0203,2026-05-20 16:00:00+05:30
nox,0.02018,2026-05-20 16:15:00+05:30
nox,0.0200799999999999,2026-05-20 16:30:00+05:30
